years_after_graduation,section_name,group_name,sic_detailed,sex,number_of_graduates,earnings_median
10,Manufacturing,Manufacture of pharmaceutical preparations,Manufacture of pharmaceutical preparations,Female,260,45800.0
10,Manufacturing,Manufacture of pharmaceutical preparations,Manufacture of pharmaceutical preparations,Male,250,49600.0
10,Manufacturing,"Manufacture of plastic plates, sheets, tubes and profiles","Manufacture of plastic plates, sheets, tubes and profiles",Female,15,25600.0
10,Manufacturing,"Manufacture of plastic plates, sheets, tubes and profiles","Manufacture of plastic plates, sheets, tubes and profiles",Male,35,40500.0
10,Manufacturing,Manufacture of builders  ware of plastic,Manufacture of builders  ware of plastic,Female,25,25900.0
10,Manufacturing,Manufacture of builders  ware of plastic,Manufacture of builders  ware of plastic,Male,40,35400.0
10,Manufacturing,Manufacture of other plastic products,Manufacture of other plastic products,Female,25,26600.0
10,Manufacturing,Manufacture of other plastic products,Manufacture of other plastic products,Male,70,37800.0
10,Manufacturing,Processing of nuclear fuel,Processing of nuclear fuel,Female,45,40900.0
10,Manufacturing,Processing of nuclear fuel,Processing of nuclear fuel,Male,55,54200.0
10,Manufacturing,Manufacture of metal structures and parts of structures,Manufacture of metal structures and parts of structures,Female,30,29200.0
10,Manufacturing,Manufacture of metal structures and parts of structures,Manufacture of metal structures and parts of structures,Male,75,39800.0
10,Manufacturing,Manufacture of weapons and ammunition,Manufacture of weapons and ammunition,Female,35,41100.0
10,Manufacturing,Manufacture of weapons and ammunition,Manufacture of weapons and ammunition,Male,120,46700.0
10,Manufacturing,Machining,Machining,Female,30,32800.0
10,Manufacturing,Machining,Machining,Male,75,35400.0
10,Manufacturing,Manufacture of other fabricated metal products n.e.c.,Manufacture of other fabricated metal products n.e.c.,Female,15,29600.0
10,Manufacturing,Manufacture of other fabricated metal products n.e.c.,Manufacture of other fabricated metal products n.e.c.,Male,30,31400.0
10,Manufacturing,"Manufacture of electronic measuring, testing etc. equipment, not for industrial process control","Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",Female,60,37600.0
10,Manufacturing,"Manufacture of electronic measuring, testing etc. equipment, not for industrial process control","Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",Male,220,43600.0
10,Manufacturing,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines","Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",Female,35,37600.0
10,Manufacturing,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines","Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",Male,105,53300.0
10,Manufacturing,Manufacture of lifting and handling equipment,Manufacture of lifting and handling equipment,Female,20,35200.0
10,Manufacturing,Manufacture of lifting and handling equipment,Manufacture of lifting and handling equipment,Male,80,43300.0
10,Manufacturing,Manufacture of non-domestic cooling and ventilation equipment,Manufacture of non-domestic cooling and ventilation equipment,Female,25,35200.0
10,Manufacturing,Manufacture of non-domestic cooling and ventilation equipment,Manufacture of non-domestic cooling and ventilation equipment,Male,50,40000.0
10,Manufacturing,Manufacture of other general-purpose machinery n.e.c.,Manufacture of other general-purpose machinery n.e.c.,Female,20,30800.0
10,Manufacturing,Manufacture of other general-purpose machinery n.e.c.,Manufacture of other general-purpose machinery n.e.c.,Male,50,42900.0
10,Manufacturing,Manufacture of motor vehicles,Manufacture of motor vehicles,Female,115,41600.0
10,Manufacturing,Manufacture of motor vehicles,Manufacture of motor vehicles,Male,485,50700.0
10,Manufacturing,Building of ships and floating structures,Building of ships and floating structures,Female,60,37200.0
10,Manufacturing,Building of ships and floating structures,Building of ships and floating structures,Male,120,47400.0
10,Manufacturing,Manufacture of air and spacecraft and related machinery,Manufacture of air and spacecraft and related machinery,Female,120,43400.0
10,Manufacturing,Manufacture of air and spacecraft and related machinery,Manufacture of air and spacecraft and related machinery,Male,450,47800.0
10,Manufacturing,Manufacture of office and shop furniture,Manufacture of office and shop furniture,Female,20,31000.0
10,Manufacturing,Manufacture of office and shop furniture,Manufacture of office and shop furniture,Male,25,34300.0
10,Manufacturing,Manufacture of kitchen furniture,Manufacture of kitchen furniture,Female,30,34500.0
10,Manufacturing,Manufacture of kitchen furniture,Manufacture of kitchen furniture,Male,50,36500.0
10,Manufacturing,Manufacture of other furniture,Manufacture of other furniture,Female,45,30300.0
10,Manufacturing,Manufacture of other furniture,Manufacture of other furniture,Male,55,30300.0
10,Manufacturing,Manufacture of medical and dental instruments and supplies,Manufacture of medical and dental instruments and supplies,Female,85,36000.0
10,Manufacturing,Manufacture of medical and dental instruments and supplies,Manufacture of medical and dental instruments and supplies,Male,100,42900.0
10,Manufacturing,Other manufacturing n.e.c.,Other manufacturing n.e.c.,Female,30,29000.0
10,Manufacturing,Other manufacturing n.e.c.,Other manufacturing n.e.c.,Male,45,37200.0
10,Manufacturing,Repair of machinery,Repair of machinery,Female,145,27700.0
10,Manufacturing,Repair of machinery,Repair of machinery,Male,150,36900.0
10,Manufacturing,Installation of industrial machinery and equipment,Installation of industrial machinery and equipment,Female,20,33900.0
10,Manufacturing,Installation of industrial machinery and equipment,Installation of industrial machinery and equipment,Male,50,42000.0
10,Other service activities,Activities of business and employers membership organizations,Activities of business and employers membership organizations,Female,90,33000.0
10,Other service activities,Activities of business and employers membership organizations,Activities of business and employers membership organizations,Male,50,43100.0
10,Other service activities,Activities of professional membership organizations,Activities of professional membership organizations,Female,285,33600.0
10,Other service activities,Activities of professional membership organizations,Activities of professional membership organizations,Male,170,39800.0
10,Other service activities,Activities of religious organizations,Activities of religious organizations,Female,200,19900.0
10,Other service activities,Activities of religious organizations,Activities of religious organizations,Male,170,28100.0
10,Other service activities,Activities of political organizations,Activities of political organizations,Female,20,38700.0
10,Other service activities,Activities of political organizations,Activities of political organizations,Male,15,39800.0
10,Other service activities,Activities of other membership organizations n.e.c.,Activities of other membership organizations n.e.c.,Female,525,26300.0
10,Other service activities,Activities of other membership organizations n.e.c.,Activities of other membership organizations n.e.c.,Male,260,29200.0
10,Other service activities,Repair of computers and peripheral equipment,Repair of computers and peripheral equipment,Female,25,28800.0
10,Other service activities,Repair of computers and peripheral equipment,Repair of computers and peripheral equipment,Male,85,36100.0
10,Other service activities,Hairdressing and other beauty treatment,Hairdressing and other beauty treatment,Female,150,13300.0
10,Other service activities,Hairdressing and other beauty treatment,Hairdressing and other beauty treatment,Male,30,15700.0
10,Other service activities,Funeral and related activities,Funeral and related activities,Female,35,24100.0
10,Other service activities,Funeral and related activities,Funeral and related activities,Male,20,31400.0
10,Other service activities,Physical well-being activities,Physical well-being activities,Female,40,17200.0
10,Other service activities,Physical well-being activities,Physical well-being activities,Male,25,20400.0
10,Other service activities,Other service activities n.e.c.,Other service activities n.e.c.,Female,250,27600.0
10,Other service activities,Other service activities n.e.c.,Other service activities n.e.c.,Male,165,36500.0
10,"Professional, scientific and technical activities",Solicitors,Solicitors,Female,1955,39400.0
10,"Professional, scientific and technical activities",Solicitors,Solicitors,Male,1025,51500.0
10,"Professional, scientific and technical activities",Activities of patent and copyright agents; other legal activities n.e.c.,Activities of patent and copyright agents; other legal activities n.e.c.,Female,800,45300.0
10,"Professional, scientific and technical activities",Activities of patent and copyright agents; other legal activities n.e.c.,Activities of patent and copyright agents; other legal activities n.e.c.,Male,545,64100.0
10,"Professional, scientific and technical activities",Accounting and auditing activities,Accounting and auditing activities,Female,1180,45400.0
10,"Professional, scientific and technical activities",Accounting and auditing activities,Accounting and auditing activities,Male,1335,62400.0
10,"Professional, scientific and technical activities",Bookkeeping activities,Bookkeeping activities,Female,580,36100.0
10,"Professional, scientific and technical activities",Bookkeeping activities,Bookkeeping activities,Male,655,54400.0
10,"Professional, scientific and technical activities",Tax consultancy,Tax consultancy,Female,30,31400.0
10,"Professional, scientific and technical activities",Tax consultancy,Tax consultancy,Male,25,47800.0
10,"Professional, scientific and technical activities",Activities of head offices,Activities of head offices,Female,650,40500.0
10,"Professional, scientific and technical activities",Activities of head offices,Activities of head offices,Male,560,54000.0
10,"Professional, scientific and technical activities",Public relations and communications activities,Public relations and communications activities,Female,345,44000.0
10,"Professional, scientific and technical activities",Public relations and communications activities,Public relations and communications activities,Male,185,50700.0
10,"Professional, scientific and technical activities",Financial management,Financial management,Female,120,50000.0
10,"Professional, scientific and technical activities",Financial management,Financial management,Male,210,71500.0
10,"Professional, scientific and technical activities",Management consultancy activities other than financial management,Management consultancy activities other than financial management,Female,1710,39800.0
10,"Professional, scientific and technical activities",Management consultancy activities other than financial management,Management consultancy activities other than financial management,Male,1900,55500.0
10,"Professional, scientific and technical activities",Architectural activities,Architectural activities,Female,305,34700.0
10,"Professional, scientific and technical activities",Architectural activities,Architectural activities,Male,655,36900.0
10,"Professional, scientific and technical activities",Urban planning and landscape architectural activities,Urban planning and landscape architectural activities,Female,65,35000.0
10,"Professional, scientific and technical activities",Urban planning and landscape architectural activities,Urban planning and landscape architectural activities,Male,75,43100.0
10,"Professional, scientific and technical activities",Engineering design activities for industrial process and production,Engineering design activities for industrial process and production,Female,80,45600.0
10,"Professional, scientific and technical activities",Engineering design activities for industrial process and production,Engineering design activities for industrial process and production,Male,320,47100.0
10,"Professional, scientific and technical activities",Engineering related scientific and technical consulting activities,Engineering related scientific and technical consulting activities,Female,195,30300.0
10,"Professional, scientific and technical activities",Engineering related scientific and technical consulting activities,Engineering related scientific and technical consulting activities,Male,395,46000.0
10,"Professional, scientific and technical activities",Other engineering activities,Other engineering activities,Female,655,34700.0
10,"Professional, scientific and technical activities",Other engineering activities,Other engineering activities,Male,1585,45600.0
10,"Professional, scientific and technical activities",Technical testing and analysis,Technical testing and analysis,Female,175,29900.0
10,"Professional, scientific and technical activities",Technical testing and analysis,Technical testing and analysis,Male,215,38300.0
10,"Professional, scientific and technical activities",Research and experimental development on biotechnology,Research and experimental development on biotechnology,Female,100,43400.0
10,"Professional, scientific and technical activities",Research and experimental development on biotechnology,Research and experimental development on biotechnology,Male,110,49300.0
10,"Professional, scientific and technical activities",Other research and experimental development on natural sciences and engineering,Other research and experimental development on natural sciences and engineering,Female,675,39400.0
10,"Professional, scientific and technical activities",Other research and experimental development on natural sciences and engineering,Other research and experimental development on natural sciences and engineering,Male,760,47300.0
10,"Professional, scientific and technical activities",Research and experimental development on social sciences and humanities,Research and experimental development on social sciences and humanities,Female,45,37200.0
10,"Professional, scientific and technical activities",Research and experimental development on social sciences and humanities,Research and experimental development on social sciences and humanities,Male,40,38500.0
10,"Professional, scientific and technical activities",Advertising agencies,Advertising agencies,Female,1020,44500.0
10,"Professional, scientific and technical activities",Advertising agencies,Advertising agencies,Male,1060,49600.0
10,"Professional, scientific and technical activities",Media representation services,Media representation services,Female,195,46900.0
10,"Professional, scientific and technical activities",Media representation services,Media representation services,Male,205,45600.0
10,"Professional, scientific and technical activities",Market research and public opinion polling,Market research and public opinion polling,Female,200,39800.0
10,"Professional, scientific and technical activities",Market research and public opinion polling,Market research and public opinion polling,Male,230,46900.0
10,"Professional, scientific and technical activities",specialised design activities,specialised design activities,Female,410,31000.0
10,"Professional, scientific and technical activities",specialised design activities,specialised design activities,Male,315,33500.0
10,"Professional, scientific and technical activities",Photographic activities not elsewhere classified,Photographic activities not elsewhere classified,Female,35,24500.0
10,"Professional, scientific and technical activities",Photographic activities not elsewhere classified,Photographic activities not elsewhere classified,Male,35,12400.0
10,"Professional, scientific and technical activities",Translation and interpretation activities,Translation and interpretation activities,Female,25,27400.0
10,"Professional, scientific and technical activities",Translation and interpretation activities,Translation and interpretation activities,Male,20,31900.0
10,"Professional, scientific and technical activities",Environmental consulting activities,Environmental consulting activities,Female,75,30300.0
10,"Professional, scientific and technical activities",Environmental consulting activities,Environmental consulting activities,Male,90,36000.0
10,"Professional, scientific and technical activities",Quantity surveying activities,Quantity surveying activities,Female,35,30300.0
10,"Professional, scientific and technical activities",Quantity surveying activities,Quantity surveying activities,Male,150,39400.0
10,"Professional, scientific and technical activities","Other professional, scientific and technical activities n.e.c.","Other professional, scientific and technical activities n.e.c.",Female,310,33800.0
10,"Professional, scientific and technical activities","Other professional, scientific and technical activities n.e.c.","Other professional, scientific and technical activities n.e.c.",Male,300,40900.0
10,"Professional, scientific and technical activities",Veterinary activities,Veterinary activities,Female,605,27700.0
10,"Professional, scientific and technical activities",Veterinary activities,Veterinary activities,Male,105,42200.0
10,Public administration and defence - compulsory social security,General public administration activities,General public administration activities,Female,3430,31800.0
10,Public administration and defence - compulsory social security,General public administration activities,General public administration activities,Male,1625,36900.0
10,Public administration and defence - compulsory social security,"Regulation of health care, education, cultural and other social services, not incl. social security","Regulation of health care, education, cultural and other social services, not incl. social security",Female,730,35400.0
10,Public administration and defence - compulsory social security,"Regulation of health care, education, cultural and other social services, not incl. social security","Regulation of health care, education, cultural and other social services, not incl. social security",Male,345,37200.0
10,Public administration and defence - compulsory social security,Defence activities,Defence activities,Female,210,35400.0
10,Public administration and defence - compulsory social security,Defence activities,Defence activities,Male,245,39400.0
10,Public administration and defence - compulsory social security,Justice and judicial activities,Justice and judicial activities,Female,630,29900.0
10,Public administration and defence - compulsory social security,Justice and judicial activities,Justice and judicial activities,Male,280,31800.0
10,Public administration and defence - compulsory social security,Public order and safety activities,Public order and safety activities,Female,1070,29900.0
10,Public administration and defence - compulsory social security,Public order and safety activities,Public order and safety activities,Male,995,35800.0
10,Public administration and defence - compulsory social security,Fire service activities,Fire service activities,Female,80,32600.0
10,Public administration and defence - compulsory social security,Fire service activities,Fire service activities,Male,115,33900.0
10,Public administration and defence - compulsory social security,Compulsory social security activities,Compulsory social security activities,Female,300,26300.0
10,Public administration and defence - compulsory social security,Compulsory social security activities,Compulsory social security activities,Male,205,27600.0
10,Real estate activities,Buying and selling of own real estate,Buying and selling of own real estate,Female,20,21000.0
10,Real estate activities,Buying and selling of own real estate,Buying and selling of own real estate,Male,25,19300.0
10,Real estate activities,Renting and operating of Housing Association real estate,Renting and operating of Housing Association real estate,Female,480,29600.0
10,Real estate activities,Renting and operating of Housing Association real estate,Renting and operating of Housing Association real estate,Male,325,36100.0
10,Real estate activities,Other letting and operating of own or leased real estate,Other letting and operating of own or leased real estate,Female,245,30700.0
10,Real estate activities,Other letting and operating of own or leased real estate,Other letting and operating of own or leased real estate,Male,180,38300.0
10,Real estate activities,Real estate agencies,Real estate agencies,Female,540,34500.0
10,Real estate activities,Real estate agencies,Real estate agencies,Male,630,45800.0
10,Real estate activities,Management of real estate on a fee or contract basis,Management of real estate on a fee or contract basis,Female,295,33200.0
10,Real estate activities,Management of real estate on a fee or contract basis,Management of real estate on a fee or contract basis,Male,315,45300.0
10,Transportation and storage,"Passenger rail transport, interurban","Passenger rail transport, interurban",Female,120,35400.0
10,Transportation and storage,"Passenger rail transport, interurban","Passenger rail transport, interurban",Male,190,40900.0
10,Transportation and storage,"Other urban, suburban or metropolitan passenger land transport (not underground, metro or similar)","Other urban, suburban or metropolitan passenger land transport (not underground, metro or similar)",Female,150,36500.0
10,Transportation and storage,"Other urban, suburban or metropolitan passenger land transport (not underground, metro or similar)","Other urban, suburban or metropolitan passenger land transport (not underground, metro or similar)",Male,290,36900.0
10,Transportation and storage,Taxi operation,Taxi operation,Female,15,10200.0
10,Transportation and storage,Taxi operation,Taxi operation,Male,25,28100.0
10,Transportation and storage,Other passenger land transport,Other passenger land transport,Female,20,25000.0
10,Transportation and storage,Other passenger land transport,Other passenger land transport,Male,25,27400.0
10,Transportation and storage,Freight transport by road,Freight transport by road,Female,90,27000.0
10,Transportation and storage,Freight transport by road,Freight transport by road,Male,145,32500.0
10,Transportation and storage,Scheduled passenger air transport,Scheduled passenger air transport,Female,170,25900.0
10,Transportation and storage,Scheduled passenger air transport,Scheduled passenger air transport,Male,225,45600.0
10,Transportation and storage,Operation of warehousing and storage facilities for land transport activities,Operation of warehousing and storage facilities for land transport activities,Female,205,33400.0
10,Transportation and storage,Operation of warehousing and storage facilities for land transport activities,Operation of warehousing and storage facilities for land transport activities,Male,335,38700.0
10,Transportation and storage,"Other service activities incidental to land transportation, n.e.c.","Other service activities incidental to land transportation, n.e.c.",Female,150,36500.0
10,Transportation and storage,"Other service activities incidental to land transportation, n.e.c.","Other service activities incidental to land transportation, n.e.c.",Male,270,44000.0
10,Transportation and storage,Service activities incidental to air transportation,Service activities incidental to air transportation,Female,90,32300.0
10,Transportation and storage,Service activities incidental to air transportation,Service activities incidental to air transportation,Male,100,42300.0
10,Transportation and storage,Other transportation support activities,Other transportation support activities,Female,70,30700.0
10,Transportation and storage,Other transportation support activities,Other transportation support activities,Male,120,41600.0
10,Transportation and storage,Postal activities under universal service obligation,Postal activities under universal service obligation,Female,120,25700.0
10,Transportation and storage,Postal activities under universal service obligation,Postal activities under universal service obligation,Male,215,27200.0
10,Transportation and storage,Unlicensed carrier,Unlicensed carrier,Female,90,23700.0
10,Transportation and storage,Unlicensed carrier,Unlicensed carrier,Male,135,32100.0
10,"Water supply - sewerage, waste management and remediation activities","Water collection, treatment and supply","Water collection, treatment and supply",Female,115,33600.0
10,"Water supply - sewerage, waste management and remediation activities","Water collection, treatment and supply","Water collection, treatment and supply",Male,160,39800.0
10,"Water supply - sewerage, waste management and remediation activities",Sewerage,Sewerage,Female,35,37000.0
10,"Water supply - sewerage, waste management and remediation activities",Sewerage,Sewerage,Male,40,44200.0
10,"Water supply - sewerage, waste management and remediation activities",Collection of non-hazardous waste,Collection of non-hazardous waste,Female,35,34700.0
10,"Water supply - sewerage, waste management and remediation activities",Collection of non-hazardous waste,Collection of non-hazardous waste,Male,75,36000.0
10,"Water supply - sewerage, waste management and remediation activities",Treatment and disposal of non-hazardous waste,Treatment and disposal of non-hazardous waste,Female,10,33400.0
10,"Water supply - sewerage, waste management and remediation activities",Treatment and disposal of non-hazardous waste,Treatment and disposal of non-hazardous waste,Male,15,43300.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Sale of new cars and light motor vehicles,Sale of new cars and light motor vehicles,Female,120,31000.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Sale of new cars and light motor vehicles,Sale of new cars and light motor vehicles,Male,200,44300.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Sale of used cars and light motor vehicles,Sale of used cars and light motor vehicles,Female,40,25900.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Sale of used cars and light motor vehicles,Sale of used cars and light motor vehicles,Male,85,38300.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Maintenance and repair of motor vehicles,Maintenance and repair of motor vehicles,Female,70,20600.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Maintenance and repair of motor vehicles,Maintenance and repair of motor vehicles,Male,115,26600.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Wholesale trade of motor vehicle parts and accessories,Wholesale trade of motor vehicle parts and accessories,Female,35,27900.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Wholesale trade of motor vehicle parts and accessories,Wholesale trade of motor vehicle parts and accessories,Male,70,32100.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail trade of motor vehicle parts and accessories,Retail trade of motor vehicle parts and accessories,Female,25,29200.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail trade of motor vehicle parts and accessories,Retail trade of motor vehicle parts and accessories,Male,45,27600.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Agents involved in the sale of textiles, clothing, fur, footwear and leather goods","Agents involved in the sale of textiles, clothing, fur, footwear and leather goods",Female,40,38100.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Agents involved in the sale of textiles, clothing, fur, footwear and leather goods","Agents involved in the sale of textiles, clothing, fur, footwear and leather goods",Male,15,52900.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Agents specialized in the sale of other particular products,Agents specialized in the sale of other particular products,Female,45,36100.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Agents specialized in the sale of other particular products,Agents specialized in the sale of other particular products,Male,25,40000.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Wholesale of grain, unmanufactured tobacco, seeds and animal feeds","Wholesale of grain, unmanufactured tobacco, seeds and animal feeds",Female,15,29400.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Wholesale of grain, unmanufactured tobacco, seeds and animal feeds","Wholesale of grain, unmanufactured tobacco, seeds and animal feeds",Male,15,41200.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Wholesale of fruit and vegetables,Wholesale of fruit and vegetables,Female,30,31600.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Wholesale of fruit and vegetables,Wholesale of fruit and vegetables,Male,25,29200.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Wholesale of wine, beer, spirits and other alcoholic beverages","Wholesale of wine, beer, spirits and other alcoholic beverages",Female,75,41100.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Wholesale of wine, beer, spirits and other alcoholic beverages","Wholesale of wine, beer, spirits and other alcoholic beverages",Male,105,48500.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Wholesale of sugar and chocolate and sugar confectionery,Wholesale of sugar and chocolate and sugar confectionery,Female,35,47800.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Wholesale of sugar and chocolate and sugar confectionery,Wholesale of sugar and chocolate and sugar confectionery,Male,20,50000.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Non-specialised wholesale of food, beverages and tobacco","Non-specialised wholesale of food, beverages and tobacco",Female,90,33200.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Non-specialised wholesale of food, beverages and tobacco","Non-specialised wholesale of food, beverages and tobacco",Male,105,34700.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Wholesale of textiles,Wholesale of textiles,Female,70,28500.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Wholesale of textiles,Wholesale of textiles,Male,25,28100.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Wholesale of clothing and footwear,Wholesale of clothing and footwear,Female,250,33600.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Wholesale of clothing and footwear,Wholesale of clothing and footwear,Male,105,37400.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Wholesale of audio tapes, records, CDs and video tapes and the equipment on which these are played","Wholesale of audio tapes, records, CDs and video tapes and the equipment on which these are played",Female,20,50900.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Wholesale of audio tapes, records, CDs and video tapes and the equipment on which these are played","Wholesale of audio tapes, records, CDs and video tapes and the equipment on which these are played",Male,35,43100.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Wholesale of radio, television goods & electrical household appliances (other than records, tapes, CD's & video tapes and the equipment used for playing them)","Wholesale of radio, television goods & electrical household appliances (other than records, tapes, CD's & video tapes and the equipment used for playing them)",Female,50,28800.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Wholesale of radio, television goods & electrical household appliances (other than records, tapes, CD's & video tapes and the equipment used for playing them)","Wholesale of radio, television goods & electrical household appliances (other than records, tapes, CD's & video tapes and the equipment used for playing them)",Male,70,52900.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Wholesale of perfume and cosmetics,Wholesale of perfume and cosmetics,Female,195,43800.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Wholesale of perfume and cosmetics,Wholesale of perfume and cosmetics,Male,55,59100.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Wholesale of pharmaceutical goods,Wholesale of pharmaceutical goods,Female,340,48200.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Wholesale of pharmaceutical goods,Wholesale of pharmaceutical goods,Male,270,54000.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Wholesale of furniture, carpets and lighting equipment","Wholesale of furniture, carpets and lighting equipment",Female,50,28300.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Wholesale of furniture, carpets and lighting equipment","Wholesale of furniture, carpets and lighting equipment",Male,45,36300.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Wholesale of household goods (other than musical instruments) n.e.c.,Wholesale of household goods (other than musical instruments) n.e.c.,Female,170,29900.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Wholesale of household goods (other than musical instruments) n.e.c.,Wholesale of household goods (other than musical instruments) n.e.c.,Male,130,38300.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Wholesale of computers, computer peripheral equipment and software","Wholesale of computers, computer peripheral equipment and software",Female,100,40500.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Wholesale of computers, computer peripheral equipment and software","Wholesale of computers, computer peripheral equipment and software",Male,195,59100.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Wholesale of electronic and telecommunications equipment and parts,Wholesale of electronic and telecommunications equipment and parts,Female,55,32700.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Wholesale of electronic and telecommunications equipment and parts,Wholesale of electronic and telecommunications equipment and parts,Male,100,42000.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Wholesale of other office machinery and equipment,Wholesale of other office machinery and equipment,Female,30,32800.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Wholesale of other office machinery and equipment,Wholesale of other office machinery and equipment,Male,20,33600.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Wholesale of other machinery and equipment,Wholesale of other machinery and equipment,Female,115,30300.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Wholesale of other machinery and equipment,Wholesale of other machinery and equipment,Male,270,46400.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Wholesale of metals and metal ores,Wholesale of metals and metal ores,Female,15,26600.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Wholesale of metals and metal ores,Wholesale of metals and metal ores,Male,25,38300.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Wholesale of wood, construction materials and sanitary equipment","Wholesale of wood, construction materials and sanitary equipment",Female,145,28500.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Wholesale of wood, construction materials and sanitary equipment","Wholesale of wood, construction materials and sanitary equipment",Male,195,34300.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Wholesale of hardware, plumbing and heating equipment and supplies","Wholesale of hardware, plumbing and heating equipment and supplies",Female,40,27700.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Wholesale of hardware, plumbing and heating equipment and supplies","Wholesale of hardware, plumbing and heating equipment and supplies",Male,85,31200.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Wholesale of chemical products,Wholesale of chemical products,Female,55,35400.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Wholesale of chemical products,Wholesale of chemical products,Male,65,39400.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Wholesale of other intermediate products,Wholesale of other intermediate products,Female,25,31200.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Wholesale of other intermediate products,Wholesale of other intermediate products,Male,25,41600.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Non-specialised wholesale trade,Non-specialised wholesale trade,Female,160,32500.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Non-specialised wholesale trade,Non-specialised wholesale trade,Male,130,35800.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Retail sale in non-specialised stores with food, beverages or tobacco predominating","Retail sale in non-specialised stores with food, beverages or tobacco predominating",Female,1440,22300.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Retail sale in non-specialised stores with food, beverages or tobacco predominating","Retail sale in non-specialised stores with food, beverages or tobacco predominating",Male,1300,25500.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Other retail sale in non-specialised stores,Other retail sale in non-specialised stores,Female,490,25900.0
